ID,Name,Habitants,Index,Acreage,HabitantsPerSquareKm,ProsperityIndex,Province,Latitude,Longitude,BoundingBox,Frans,Nederlands,Duits,Begin,Einde,geojson_name
551,Érezée,3284,110.0,78.44,42,91.7,Luxemburg,50.2930897,5.559722900000001,"['50.2469775', '50.3422216', '5.4412874', '5.6547912']",,,,,,
552,Onhaye,3241,93.0,65.53,49,93.6,Namen,50.2435657,4.840864,"['50.214696', '50.3111173', '4.7360267', '4.8937537']",Onhaye,-,-,01.01.0001,31.12.9999,Onhaye
553,Burdinne,3238,101.0,32.57,99,109.5,Luik,50.5812607,5.072436,"['50.5552451', '50.608095', '5.027859', '5.1669208']",Burdinne,-,-,01.01.0001,31.12.9999,Burdinne
554,Fexhe-le-Haut-Clocher,3233,229.0,19.25,168,111.8,Luik,50.6640876,5.398897900000001,"['50.6392849', '50.6918017', '5.3482158', '5.440566']",Fexhe-le-Haut-Clocher,-,-,01.01.0001,31.12.9999,Fexhe-le-Haut-Clocher
555,Stoumont,3167,81.0,108.45,29,103.7,Luik,50.40695039999999,5.8083599999999995,"['50.35625', '50.4642046', '5.6700851', '5.9309101']",Stoumont,-,-,01.01.0001,31.12.9999,Stoumont
556,Berloz,3132,202.0,14.49,216,108.8,Luik,50.6977331,5.2146261,"['50.6835696', '50.723727', '5.1650784', '5.2353501']",Berloz,-,-,01.01.0001,31.12.9999,Berloz
557,Wellin,3093,151.0,67.52,46,90.0,Luxemburg,50.0822967,5.1146708,"['50.0159061', '50.1230465', '5.011381', '5.178179']",Wellin,-,-,01.01.0001,31.12.9999,Wellin
558,Donceel,3060,166.0,23.31,131,117.9,Luik,50.6478971,5.3199407999999995,"['50.6252332', '50.6752185', '5.2809354', '5.3764618']",Donceel,-,-,01.01.0001,31.12.9999,Donceel
559,Doische,2997,100.0,84.02,36,85.9,Namen,50.1357152,4.7458219,"['50.09183', '50.2099841', '4.583007', '4.7995471']",Doische,-,-,01.01.0001,31.12.9999,Doische
560,Wasseiges,2937,99.0,24.45,120,98.7,Luik,50.6210088,5.006907,"['50.5879719', '50.6465153', '4.9794305', '5.0618115']",Wasseiges,-,-,01.01.0001,31.12.9999,Wasseiges
561,Tenneville,2832,119.0,91.81,31,97.8,Luxemburg,50.091248,5.5242133,"['50.0477579', '50.1517225', '5.389167', '5.597304']",Tenneville,-,-,01.01.0001,31.12.9999,Tenneville
562,Meix-devant-Virton,2809,77.0,54.2,52,95.4,Luxemburg,49.605593299999995,5.4816156,"['49.5637153', '49.6397398', '5.3752213', '5.5331264']",Meix-devant-Virton,-,-,01.01.0001,31.12.9999,Meix-devant-Virton
563,Ouffet,2776,160.0,40.22,69,98.3,Luik,50.4377341,5.4653273,"['50.407621', '50.4826969', '5.383756', '5.5368484']",Ouffet,-,-,01.01.0001,31.12.9999,Ouffet
564,Baarle-Hertog,2760,274.0,7.48,369,87.9,Antwerpen,51.4383589,4.931699500000001,"['51.392824', '51.45563', '4.8357449', '4.952758']",Baerle-Duc,Baarle-Hertog,Baarle-Hertog,01.01.0001,31.12.9999,Baarle-Hertog
565,Zuienkerke,2721,113.0,48.86,56,113.0,West-Vlaanderen,51.2685834,3.1567406094326205,"['51.243806', '51.29076', '3.1160425', '3.193541']",-,Zuienkerke,-,01.01.0001,31.12.9999,Zuienkerke
566,Tinlot,2706,156.0,37.12,73,110.1,Luik,50.4777419,5.378695400000001,"['50.4466996', '50.5062878', '5.3076371', '5.4454947']",Tinlot,-,-,02.01.1977,31.12.9999,Tinlot
567,Rendeux,2637,79.0,68.83,38,90.3,Luxemburg,50.2330466,5.5043242999999995,"['50.1638022', '50.2651698', '5.4421258', '5.6135255']",Rendeux,-,-,01.01.0001,31.12.9999,Rendeux
568,Vresse-sur-Semois,2615,56.0,101.04,26,85.0,Namen,49.8729769,4.9340633,"['49.7855452', '49.9309164', '4.8475351', '4.9908124']",Vresse-sur-Semois,-,-,01.02.1977,31.12.9999,Vresse-sur-Semois
569,Sainte-Ode,2555,121.0,97.87,26,88.1,Luxemburg,50.0362888,5.5245094,"['49.9552613', '50.0775516', '5.4148743', '5.6270529']",Sainte-Ode,-,-,03.01.1977,31.12.9999,Sainte-Ode
570,Trois-Ponts,2553,127.0,68.9,37,93.4,Luik,50.3726812,5.8702957,"['50.3197785', '50.3912922', '5.7597006', '6.0020397']",Trois-Ponts,-,-,01.01.1971,31.12.9999,Trois-Ponts
571,Tellin,2432,150.0,56.64,43,93.1,Luxemburg,50.081019,5.216837,"['50.0261117', '50.1102221', '5.1524704', '5.3170064']",Tellin,-,-,01.01.0001,31.12.9999,Tellin
572,Fauvillers,2281,88.0,74.11,31,98.6,Luxemburg,49.850930600000005,5.665031,"['49.8200397', '49.9424849', '5.6143425', '5.7840328']",Fauvillers,-,-,01.01.0001,31.12.9999,Fauvillers
573,Bever,2159,63.0,19.78,109,114.5,Vlaams-Brabant,50.7164481,3.943147,"['50.6889705', '50.7330106', '3.88932', '3.9741728']",Biévène,Bever,-,01.01.0001,31.12.9999,Bever#Biévène
574,Rouvroy,2107,110.0,27.68,76,94.4,Luxemburg,49.539075,5.48971,"['49.4969821', '49.5749892', '5.4414056', '5.5333188']",Rouvroy,-,-,03.01.1977,31.12.9999,Rouvroy
575,Spiere-Helkijn,2049,94.0,10.78,190,94.9,West-Vlaanderen,50.7279919,3.3667739,"['50.7096189', '50.7481815', '3.3237599', '3.4044791']",Espierres-Helchin,Spiere-Helkijn,-,03.01.1977,31.12.9999,Spiere-Helkijn#Espierres-Helchin
576,Horebeke,2036,72.0,11.2,182,118.8,Oost-Vlaanderen,50.834862799999996,3.6920346,"['50.7983998', '50.8622645', '3.672245', '3.7160527']",-,Horebeke,-,01.01.1977,31.12.9999,Horebeke
577,Martelange,1876,168.0,29.67,63,96.2,Luxemburg,49.8313323,5.737636599999999,"['49.7719946', '49.8577727', '5.6845055', '5.758543']",Martelange,-,-,01.01.0001,31.12.9999,Martelange
578,Herbeumont,1624,67.0,58.81,28,90.5,Luxemburg,49.7815364,5.2377736,"['49.7593794', '49.8322323', '5.2151581', '5.3963205']",Herbeumont,-,-,01.01.0001,31.12.9999,Herbeumont
579,Daverdisse,1395,92.0,56.4,25,83.4,Luxemburg,50.0217646,5.1184644,"['49.9612874', '50.0452849', '4.9729894', '5.1520514']",Daverdisse,-,-,01.01.0001,31.12.9999,Daverdisse
580,Mesen,1065,75.0,3.58,298,76.2,West-Vlaanderen,50.765419,2.8984493,"['50.7527296', '50.7670386', '2.8695657', '2.9224658']",Messines,Mesen,-,01.01.0001,31.12.9999,Mesen#Messines
581,Herstappe,83,61.0,1.35,61,108.6,Limburg,50.727382899999995,5.4260923,"['50.718121', '50.7354411', '5.4155455', '5.4361065']",-,Herstappe,-,01.01.0001,31.12.9999,Herstappe
